,Theta,Phi
1849,22.419416346744438,-114.3414548016028
2232,22.419416346744438,-65.65854383190654
2524,22.419416346744438,-24.341472787692133
207,22.419416346744438,24.341458899942708
499,22.419416346744438,65.65854018944087
882,22.419416346744438,114.34145798932629
1174,22.419416346744438,155.65853586372987
1635,23.76890633993534,-144.74654732591313
1771,23.76890633993534,-125.2534469818852
2310,23.76890633993534,-54.74655165162414
2446,23.76890633993534,-35.253437647217865
285,23.76890633993534,35.25344766513053
421,23.76890633993534,54.74655142425305
960,23.76890633993534,125.25344333941953
1096,23.76890633993534,144.7465573438258
1414,24.651373610890158,-174.40734047598883
1992,24.651373610890158,-95.59266749218783
2089,24.651373610890158,-84.4073311413215
2667,24.651373610890158,-5.592658157520492
64,24.651373610890158,5.592666040999045
642,24.651373610890158,84.407334329045
739,24.651373610890158,95.59266384972216
1317,24.651373610890158,174.40733683352317
1498,25.18277598869549,-163.44229138623376
1908,25.18277598869549,-106.5577165819429
2173,25.18277598869549,-73.44228205156644
2583,25.18277598869549,-16.557707247275562
148,25.18277598869549,16.557708727451768
558,25.18277598869549,73.44229206947911
823,25.18277598869549,106.55770610928806
1233,25.18277598869549,163.4422877437681
1689,25.5456110053322,-135.00000398408832
2364,25.5456110053322,-45.00000830979934
339,25.5456110053322,45.00000125223908
1014,25.5456110053322,135.00000034162267
1575,26.210442836121025,-153.08012943413738
1831,26.210442836121025,-116.91987853403928
2250,26.210442836121025,-63.08012009947005
2506,26.210442836121025,-26.919869199371945
225,26.210442836121025,26.91987580219003
481,26.210442836121025,63.08012328719355
900,26.210442836121025,116.91987489157361
1156,26.210442836121025,153.08012579167172
1641,27.67620826219493,-143.56616769392986
1765,27.67620826219493,-126.4338402742468
2316,27.67620826219493,-53.56615835926253
2440,27.67620826219493,-36.433830939579465
291,27.67620826219493,36.433834127302966
415,27.67620826219493,53.56616496208061
966,27.67620826219493,126.43383663178113
1090,27.67620826219493,143.5661640514642
1356,27.930163233272467,-179.99999499104368
2031,27.930163233272467,-89.99999931675467
5,27.930163233272467,0.0
681,27.930163233272467,90.00000250447816
1449,28.18092338336573,-169.92882641834652
1957,28.18092338336573,-100.07116788945183
2124,28.18092338336573,-79.9288307440575
2632,28.18092338336573,-10.071158554784493
99,28.18092338336573,10.071168572697161
607,28.18092338336573,79.928833931781
774,28.18092338336573,100.07117107717532
1282,28.18092338336573,169.92883643625916
1524,28.91719387023101,-160.18967334120367
1882,28.91719387023101,-109.81033462697302
2199,28.91719387023101,-70.18966400653632
2557,28.91719387023101,-19.810325292305674
174,28.91719387023101,19.810330187576465
532,28.91719387023101,70.18966719425983
849,28.91719387023101,109.81033098450735
1207,28.91719387023101,160.189669698738
1690,29.514186554635973,-135.00000398408832
2365,29.514186554635973,-45.00000830979934
340,29.514186554635973,45.00000125223908
1015,29.514186554635973,135.00000034162267
1590,30.096412370055372,-151.0396514007311
1816,30.096412370055372,-118.96035656744557
2265,30.096412370055372,-61.03966938682044
2491,30.096412370055372,-28.960347232778236
240,30.096412370055372,28.960343590312565
466,30.096412370055372,61.0396589141656
915,30.096412370055372,118.96033926460156
1141,30.096412370055372,151.03966141864376
1406,31.36836093314641,-175.37829284764118
2000,31.36836093314641,-94.6217151205355
2081,31.36836093314641,-85.37828351297384
2675,31.36836093314641,-4.621705785868159
56,31.36836093314641,4.621711534912597
650,31.36836093314641,85.37828670069734
731,31.36836093314641,94.62171147806983
1325,31.36836093314641,175.37828920517552
1647,31.661744878755137,-142.62689373964807
1759,31.661744878755137,-127.37310056815028
2322,31.661744878755137,-52.62689806535906
2434,31.661744878755137,-37.37311855423962
297,31.661744878755137,37.37310808158478
409,31.661744878755137,52.626894422893386
972,31.661744878755137,127.37311058606295
1084,31.661744878755137,142.62689009718238
1475,31.839244419810843,-166.27281740093545
1931,31.839244419810843,-103.7271769068629
2150,31.839244419810843,-76.27282172664644
2606,31.839244419810843,-13.727167572195558
125,31.839244419810843,13.727180151429165
581,31.839244419810843,76.27281808418077
800,31.839244419810843,103.72718009458639
1256,31.839244419810843,166.27281375846977
1541,32.75356427796002,-157.55104832142268
1865,32.75356427796002,-112.44894598637566
2216,32.75356427796002,-67.55105264713367
2540,32.75356427796002,-22.448963972465
191,32.75356427796002,22.44895349981016
515,32.75356427796002,67.551049004668
866,32.75356427796002,112.44895600428832
1190,32.75356427796002,157.551044678957
1691,33.55382680715915,-135.00000398408832
2366,33.55382680715915,-45.00000830979934
341,33.55382680715915,45.00000125223908
1016,33.55382680715915,135.00000034162267
1600,34.06471471179234,-149.38471022521534
1806,34.06471471179234,-120.61528408258299
2275,34.06471471179234,-59.384714550926354
2481,34.06471471179234,-30.615302068672325
250,34.06471471179234,30.61529501111207
456,34.06471471179234,59.38470407827151
925,34.06471471179234,120.61529410049565
1131,34.06471471179234,149.3847065827497
1357,34.71173511677306,-179.99999499104368
2032,34.71173511677306,-89.99999931675467
6,34.71173511677306,0.0
682,34.71173511677306,90.00000250447816
1438,34.93862717081172,-171.50744706007654
1968,34.93862717081172,-98.4925472477218
2113,34.93862717081172,-81.50745138578753
2643,34.93862717081172,-8.492537913054464
88,34.93862717081172,8.492551346061719
618,34.93862717081172,81.50744774332186
763,34.93862717081172,98.4925504354453
1293,34.93862717081172,171.50744341761086
1500,35.60610740745122,-163.2376589187002
1906,35.60610740745122,-106.76234904947648
2175,35.60610740745122,-73.23764958403285
2581,35.60610740745122,-16.762339714809144
150,35.60610740745122,16.762344610079936
556,35.60610740745122,73.23765277175636
825,35.60610740745122,106.76234540701081
1231,35.60610740745122,163.23765527623453
1657,35.71805762304231,-141.8614207789864
1749,35.71805762304231,-128.13857352881195
2332,35.71805762304231,-51.86142510469739
2424,35.71805762304231,-38.13856419414461
307,35.71805762304231,38.13857421205728
399,35.71805762304231,51.86142829242089
982,35.71805762304231,128.1385698863463
1074,35.71805762304231,141.86143079689904
1561,36.678638352439975,-155.36959518354732
1845,36.678638352439975,-114.63039912425101
2236,36.678638352439975,-65.36959950925832
2520,36.678638352439975,-24.630417110340353
211,36.678638352439975,24.630408345232805
495,36.678638352439975,65.36958903660349
886,36.678638352439975,114.63040914216367
1170,36.678638352439975,155.36959154108166
1692,37.65967208330725,-135.00000398408832
2367,37.65967208330725,-45.00000830979934
342,37.65967208330725,45.00000125223908
1017,37.65967208330725,135.00000034162267
1612,38.107691511725065,-148.01606325894986
1794,38.107691511725065,-121.98394470922682
2287,38.107691511725065,-58.01605392428252
2469,38.107691511725065,-31.98393537455948
262,38.107691511725065,31.983935147188394
444,38.107691511725065,58.01606394219519
937,38.107691511725065,121.98394106676115
1119,38.107691511725065,148.01605961648417
1402,38.1869251211918,-176.04287025388342
2004,38.1869251211918,-93.95713771429325
2077,38.1869251211918,-86.04286091921608
2679,38.1869251211918,-3.9571283796259182
52,38.1869251211918,3.957126871594363
654,38.1869251211918,86.04287093712875
727,38.1869251211918,93.95712724163842
1329,38.1869251211918,176.04286661141774
1465,38.621967190186595,-168.22596463561393
1941,38.621967190186595,-101.77404333256273
2140,38.621967190186595,-78.22595530094661
2616,38.621967190186595,-11.77403399789539
115,38.621967190186595,11.774036331845243
591,38.621967190186595,78.22596531885928
790,38.621967190186595,101.77403285990789
1266,38.621967190186595,168.22596099314828
1520,39.46813200570279,-160.68191141430813
1886,39.46813200570279,-109.31809655386853
2195,39.46813200570279,-70.6819020796408
2561,39.46813200570279,-19.318087219201196
170,39.46813200570279,19.31808699183011
536,39.46813200570279,70.68191209755348
845,39.46813200570279,109.31808608121369
1211,39.46813200570279,160.68190777184248
1659,39.8411491268447,-141.2259399786084
1747,39.8411491268447,-128.77405432918994
2334,39.8411491268447,-51.225944304319405
2422,39.8411491268447,-38.77407231527928
309,39.8411491268447,38.77405842752985
397,39.8411491268447,51.225940661853734
984,39.8411491268447,128.7740643471026
1072,39.8411491268447,141.22593633614272
1571,40.68429158365316,-153.53839414631022
1835,40.68429158365316,-116.46160016148811
2246,40.68429158365316,-63.53839847202123
2510,40.68429158365316,-26.46161814757745
221,40.68429158365316,26.46160767492261
485,40.68429158365316,63.53839482955556
896,40.68429158365316,116.46161017940078
1160,40.68429158365316,153.53839050384457
1358,41.563258382658354,-179.99999499104368
2033,41.563258382658354,-89.99999931675467
7,41.563258382658354,0.0
683,41.563258382658354,90.00000250447816
1428,41.77684181309924,-172.625002612074
1978,41.77684181309924,-97.37499169572432
2103,41.77684181309924,-82.62500693778502
2653,41.77684181309924,-7.374982361056979
78,41.77684181309924,7.374992378969648
628,41.77684181309924,82.62501012550852
753,41.77684181309924,97.37499488344781
1303,41.77684181309924,172.62501262998668
1693,41.82966308104553,-135.00000398408832
2368,41.82966308104553,-45.00000830979934
343,41.82966308104553,45.00000125223908
1018,41.82966308104553,135.00000034162267
1618,42.2213197884324,-146.86692491223022
1788,42.2213197884324,-123.13308305594644
2293,42.2213197884324,-56.86691557756289
2463,42.2213197884324,-33.1330737212791
268,42.2213197884324,33.13307349390802
438,42.2213197884324,56.866925595475564
943,42.2213197884324,123.13307941348077
1113,42.2213197884324,146.86692126976456
1483,42.40558804695559,-165.41508224496525
1923,42.40558804695559,-104.5849120628331
2158,42.40558804695559,-75.41508657067624
2598,42.40558804695559,-14.58493004892244
133,42.40558804695559,14.584916161173012
573,42.40558804695559,75.41508292821057
808,42.40558804695559,104.58491525055659
1248,42.40558804695559,165.41507860249956
1537,43.41699904415649,-158.50497986166334
1869,43.41699904415649,-111.495014446135
2212,43.41699904415649,-68.50498418737433
2544,43.41699904415649,-21.49503243222434
187,43.41699904415649,21.495018544474913
519,43.41699904415649,68.50498054490866
862,43.41699904415649,111.4950176338585
1194,43.41699904415649,158.50497621919766
1661,44.029711408936244,-140.6908902797863
1745,44.029711408936244,-129.30910402801206
2336,44.029711408936244,-50.690894605497284
2420,44.029711408936244,-39.30909469334472
311,44.029711408936244,39.30910812635197
395,44.029711408936244,50.690894378126195
986,44.029711408936244,129.30910038554637
1070,44.029711408936244,140.6908866373206
1584,44.76620729204413,-151.9829551666232
1822,44.76620729204413,-118.01705280155345
2259,44.76620729204413,-61.98294583195588
2497,44.76620729204413,-28.017043466886115
234,44.76620729204413,28.017050069704197
472,44.76620729204413,61.98294901967938
909,44.76620729204413,118.01704915908778
1147,44.76620729204413,151.98295152415756
1397,45.052713237158656,-176.5252865149614
2009,45.052713237158656,-93.47470779283691
2072,45.052713237158656,-86.52529084067243
2684,45.052713237158656,-3.4747257789262576
47,45.052713237158656,3.4747133852807126
659,45.052713237158656,86.52528719820675
722,45.052713237158656,93.47471098056042
1334,45.052713237158656,176.52528287249575
1453,45.469873870906355,-169.65086503988366
1953,45.469873870906355,-100.34912926791466
2128,45.469873870906355,-79.65086936559467
2628,45.469873870906355,-10.349119933247332
103,45.469873870906355,10.349132512480939
603,45.469873870906355,79.650865723129
778,45.469873870906355,100.34913245563817
1278,45.469873870906355,169.650861397418
1694,46.06400812114367,-135.00000398408832
2369,46.06400812114367,-45.00000830979934
344,46.06400812114367,45.00000125223908
1019,46.06400812114367,135.00000034162267
1504,46.28147109903312,-162.9872505233492
1902,46.28147109903312,-107.01274378444914
2179,46.28147109903312,-72.9872548490602
2577,46.28147109903312,-17.012761770538493
154,46.28147109903312,17.012754712978236
552,46.28147109903312,72.98724437640534
829,46.28147109903312,107.01275380236181
1227,46.28147109903312,162.9872468808835
1626,46.404390598431256,-145.89115042702386
1780,46.404390598431256,-124.10884388077446
2301,46.404390598431256,-55.89115475273487
2455,46.404390598431256,-34.108834546107126
276,46.404390598431256,34.1088445640198
430,46.404390598431256,55.89115794045837
951,46.404390598431256,124.10884023830879
1105,46.404390598431256,145.89116044493653
1547,47.44825865456806,-156.63453255745534
1859,47.44825865456806,-113.36544808996464
2222,47.44825865456806,-66.63455054354469
2534,47.44825865456806,-23.36546607605399
197,47.44825865456806,23.36546072604103
509,47.44825865456806,66.63454007088984
872,47.44825865456806,113.36545810787732
1184,47.44825865456806,156.63454257536802
1663,48.28461531843612,-140.2358903980367
1743,48.28461531843612,-129.76410390976162
2338,48.28461531843612,-50.23589472374771
2418,48.28461531843612,-39.76409457509428
313,48.28461531843612,39.764104593006955
393,48.28461531843612,50.23589449637663
988,48.28461531843612,129.76410026729596
1068,48.28461531843612,140.23590041594937
1359,48.43674070672523,-179.99999499104368
2034,48.43674070672523,-89.99999931675467
8,48.43674070672523,0.0
684,48.43674070672523,90.00000250447816
1422,48.64522881604528,-173.45810810589714
1984,48.64522881604528,-96.54189986227952
2097,48.64522881604528,-83.4581260919865
2659,48.64522881604528,-6.541890527612184
72,48.64522881604528,6.54188645825969
634,48.64522881604528,83.45811561933165
747,48.64522881604528,96.54188938962469
1309,48.64522881604528,173.4581181238098
1592,48.92306725110306,-150.65059016522883
1814,48.92306725110306,-119.3494041425695
2267,48.92306725110306,-60.65059449093984
2489,48.92306725110306,-29.34942212865884
242,48.92306725110306,29.349411656004
464,48.92306725110306,60.65059084847417
917,48.92306725110306,119.34941416048217
1139,48.92306725110306,150.65058652276315
1473,49.258825690322546,-167.04813949438025
1933,49.258825690322546,-102.95186847379641
2148,49.258825690322546,-77.04813015971293
2608,49.258825690322546,-12.95185913912907
123,49.258825690322546,12.95185976553163
583,49.258825690322546,77.0481401776256
798,49.258825690322546,102.95185800114156
1258,49.258825690322546,167.0481358519146
1518,50.24540211970129,-160.8779378434875
1888,50.24540211970129,-109.12207012468916
2193,50.24540211970129,-70.87792850882018
2563,50.24540211970129,-19.12206079002183
168,50.24540211970129,19.122069100387204
538,50.24540211970129,70.87793169654367
843,50.24540211970129,109.12206648222349
1213,50.24540211970129,160.87793420102184
1695,50.36478699620394,-135.00000398408832
2370,50.36478699620394,-45.00000830979934
345,50.36478699620394,45.00000125223908
1020,50.36478699620394,135.00000034162267
1633,50.657962621042984,-145.05641934817828
1773,50.657962621042984,-124.94357495962007
2308,50.657962621042984,-55.05642367388927
2448,50.657962621042984,-34.943592945709405
283,50.657962621042984,34.94358247305456
423,50.657962621042984,55.05641661632902
958,50.657962621042984,124.94358497753274
1098,50.657962621042984,145.0564157057126
1563,51.560565289671,-155.01841417718194
1843,51.560565289671,-114.98158013061638
2238,51.560565289671,-65.01841850289296
2518,51.560565289671,-24.981570795949047
213,51.560565289671,24.98158252140901
493,51.560565289671,65.01841486042728
888,51.560565289671,114.98157648815071
1168,51.560565289671,155.0184241950946
1395,51.92043429666063,-176.89303756025325
2011,51.92043429666063,-93.10697040792343
2070,51.92043429666063,-86.89302822558591
2686,51.92043429666063,-3.106961073256091
45,51.92043429666063,3.106967249187352
661,51.92043429666063,86.8930314133094
720,51.92043429666063,93.10696676545776
1336,51.92043429666063,176.89303391778756
1443,52.33479455284862,-170.7410315333094
1963,52.33479455284862,-99.25897643486728
2118,52.33479455284862,-80.74102219864206
2638,52.33479455284862,-9.258967100199936
93,52.33479455284862,9.258970287923436
613,52.33479455284862,80.74103221655473
768,52.33479455284862,99.25897279240161
1288,52.33479455284862,170.74102789084372
1665,52.60852804421522,-139.84670621912937
1741,52.60852804421522,-130.15328808866894
2340,52.60852804421522,-49.846710544840384
2416,52.60852804421522,-40.15330607475829
315,52.60852804421522,40.15329901719804
391,52.60852804421522,49.84670348728013
990,52.60852804421522,130.15329810658162
1066,52.60852804421522,139.84670257666372
1488,53.140148988073996,-164.76277185847235
1918,53.140148988073996,-105.237222449326
2163,53.140148988073996,-74.76277618418334
2593,53.140148988073996,-15.237213114658656
138,53.140148988073996,15.237224840118618
568,53.140148988073996,74.76277254171767
813,53.140148988073996,105.23722563704949
1243,53.140148988073996,164.76278187638502
1598,53.15594721562424,-149.50389702623207
1808,53.15594721562424,-120.4961109419446
2273,53.15594721562424,-59.503887691564735
2483,53.15594721562424,-30.496101607277264
248,53.15594721562424,30.49610479500076
458,53.15594721562424,59.503890879288235
923,53.15594721562424,120.49610729947892
1133,53.15594721562424,149.5038933837664
1530,54.29627803340913,-159.0400432208638
1876,54.29627803340913,-110.9599374265562
2205,54.29627803340913,-69.04006120695314
2551,54.29627803340913,-20.95995541264554
180,54.29627803340913,20.95995177017987
526,54.29627803340913,69.0400507342983
855,54.29627803340913,110.95995427465803
1201,54.29627803340913,159.04005323877647
1696,54.735609461202685,-135.00000398408832
2371,54.735609461202685,-45.00000830979934
346,54.735609461202685,45.00000125223908
1021,54.735609461202685,135.00000034162267
1637,54.98493527157025,-144.3399871457573
1769,54.98493527157025,-125.66000716204104
2312,54.98493527157025,-54.339991471468295
2444,54.98493527157025,-35.6599978273737
287,54.98493527157025,35.66000784528637
419,54.98493527157025,54.339994659191795
962,54.98493527157025,125.66000351957537
1094,54.98493527157025,144.33999716366995
1360,55.288263972610515,-179.99999499104368
2035,55.288263972610515,-89.99999931675467
9,55.288263972610515,0.0
685,55.288263972610515,90.00000250447816
1416,55.49910849719422,-174.10954422817628
1990,55.49910849719422,-95.89046374000038
2091,55.49910849719422,-84.10953489350895
2665,55.49910849719422,-5.890454405333047
66,55.49910849719422,5.890459727490662
640,55.49910849719422,84.10953808123244
741,55.49910849719422,95.89046009753471
1315,55.49910849719422,174.10954058571062
1569,55.75506300615128,-153.61931822759652
1837,55.75506300615128,-116.3806760802018
2244,55.75506300615128,-63.61932255330754
2512,55.75506300615128,-26.38069406629114
219,55.75506300615128,26.380681886089008
487,55.75506300615128,63.61931891084187
894,55.75506300615128,116.38068609811447
1162,55.75506300615128,153.61931458513087
1461,56.11891059833245,-168.33119052996716
1945,56.11891059833245,-101.66880377783117
2136,56.11891059833245,-78.33119485567816
2620,56.11891059833245,-11.668821763920516
111,56.11891059833245,11.668812998812966
595,56.11891059833245,78.33118438302333
786,56.11891059833245,101.66881379574384
1270,56.11891059833245,168.3311868875015
1667,57.00553403939722,-139.51339298763276
1739,57.00553403939722,-130.48660132016556
2342,57.00553403939722,-49.513397313343766
2414,57.00553403939722,-40.48659198549824
317,57.00553403939722,40.48660541850549
389,57.00553403939722,49.513393670878095
992,57.00553403939722,130.48661133807823
1064,57.00553403939722,139.5133893451671
1506,57.11336906601338,-162.75543390291895
1900,57.11336906601338,-107.24456040487938
2181,57.11336906601338,-72.75543822862996
2575,57.11336906601338,-17.244551070212044
156,57.11336906601338,17.244561088124712
550,57.11336906601338,72.75544141635345
831,57.11336906601338,107.24456359260287
1225,57.11336906601338,162.75544392083162
1608,57.46782514808577,-148.5165795213284
1798,57.46782514808577,-121.48342844684828
2283,57.46782514808577,-58.516570186661056
2473,57.46782514808577,-31.483419112180947
258,57.46782514808577,31.483415469715275
448,57.46782514808577,58.51658020457372
933,57.46782514808577,121.48341114400426
1123,57.46782514808577,148.51658953924107
1543,58.43554684026069,-157.44013970968
1863,58.43554684026069,-112.55986825849666
2218,58.43554684026069,-67.44013037501267
2538,58.43554684026069,-22.559858923829328
193,58.43554684026069,22.55986381910012
513,58.43554684026069,67.44013356273616
868,58.43554684026069,112.55986461603099
1188,58.43554684026069,157.44013606721433
1391,58.745152485148196,-177.18771924180427
2015,58.745152485148196,-92.8122887263724
2066,58.745152485148196,-87.18770990713693
2690,58.745152485148196,-2.812279391705061
41,58.745152485148196,2.812287488627026
665,58.745152485148196,87.18771309486044
716,58.745152485148196,92.81228508390673
1340,58.745152485148196,177.18771559933862
1434,59.17153387427541,-171.61741310571372
1972,59.17153387427541,-98.3825812020846
2109,59.17153387427541,-81.61741743142474
2647,59.17153387427541,-8.38259918817394
84,59.17153387427541,8.38259298438733
622,59.17153387427541,81.61740695876989
759,59.17153387427541,98.38259121999727
1297,59.17153387427541,171.61740946324807
1697,59.18120542214015,-135.00000398408832
2372,59.18120542214015,-45.00000830979934
347,59.18120542214015,45.00000125223908
1022,59.18120542214015,135.00000034162267
1639,59.38954668239305,-143.72619902618328
1767,59.38954668239305,-126.27379528161507
2314,59.38954668239305,-53.72620335189427
2442,59.38954668239305,-36.27381326770441
289,59.38954668239305,36.27380621014415
417,59.38954668239305,53.72619287923943
964,59.38954668239305,126.27380529952774
1092,59.38954668239305,143.7261953837176
1477,59.99815751857621,-166.19834101822562
1929,59.99815751857621,-103.80165328957271
2152,59.99815751857621,-76.19834534393662
2604,59.99815751857621,-13.801671275662057
127,59.99815751857621,13.801660803007216
579,59.99815751857621,76.19834170147095
802,59.99815751857621,103.80166330748538
1254,59.99815751857621,166.19833737575996
1579,60.034835634419174,-152.41135829174476
1827,60.034835634419174,-117.58863601605357
2254,60.034835634419174,-62.411362617455765
2502,60.034835634419174,-27.588654002142913
229,60.034835634419174,27.588643529488074
477,60.034835634419174,62.411358974990094
904,60.034835634419174,117.58864603396624
1152,60.034835634419174,152.41135464927908
1516,61.18059986768881,-160.9990917389852
1890,61.18059986768881,-109.00090256881315
2191,61.18059986768881,-70.99909606469619
2565,61.18059986768881,-19.000893234145803
166,61.18059986768881,19.000904959605766
540,61.18059986768881,70.99909242223052
841,61.18059986768881,109.00090575653664
1215,61.18059986768881,160.99908809651953
1669,61.48058177603578,-139.22925711816023
1737,61.48058177603578,-130.7707371896381
2344,61.48058177603578,-49.22926144387124
2412,61.48058177603578,-40.770755175727444
319,61.48058177603578,40.77074128797802
387,61.48058177603578,49.229257801405566
994,61.48058177603578,130.77074720755078
1062,61.48058177603578,139.22925347569455
1614,61.862928935583916,-147.67087915867575
1792,61.862928935583916,-122.32911514912259
2289,61.862928935583916,-57.670883484386756
2467,61.862928935583916,-32.329133135211926
264,61.862928935583916,32.32912607765167
442,61.862928935583916,57.67087301173191
939,61.862928935583916,122.32912516703524
1117,61.862928935583916,147.6708755162101
1361,62.06983585611111,-179.99999499104368
2036,62.06983585611111,-89.99999931675467
10,62.06983585611111,0.0
686,62.06983585611111,90.00000250447816
1412,62.291045192760315,-174.64757188947652
1994,62.291045192760315,-95.35243607870014
2087,62.291045192760315,-84.6475625548092
2669,62.291045192760315,-5.352426744032803
62,62.291045192760315,5.352429504869479
644,62.291045192760315,84.64757257272187
737,62.291045192760315,95.35243243623447
1319,62.291045192760315,174.64756824701087
1551,62.66658265370596,-156.05585161021517
1855,62.66658265370596,-113.94415635796149
2226,62.66658265370596,-66.05586959630453
2530,62.66658265370596,-23.94414702329415
201,62.66658265370596,23.94414338082848
505,62.66658265370596,66.05585912364968
876,62.66658265370596,113.94414588530665
1180,62.66658265370596,156.05586162812784
1455,62.93965361672307,-169.39585309703207
1951,62.93965361672307,-100.60414121076626
2130,62.93965361672307,-79.39585742274308
2626,62.93965361672307,-10.604131876098927
105,62.93965361672307,10.604141894011596
601,62.93965361672307,79.39586061046657
780,62.93965361672307,100.60414439848977
1276,62.93965361672307,169.39586311494475
1698,63.70673167183969,-135.00000398408832
2373,63.70673167183969,-45.00000830979934
348,63.70673167183969,45.00000125223908
1023,63.70673167183969,135.00000034162267
1643,63.87665994820044,-143.2047140830528
1763,63.87665994820044,-126.79529388512388
2318,63.87665994820044,-53.20470474838546
2438,63.87665994820044,-36.79528455045654
293,63.87665994820044,36.79528773818004
413,63.87665994820044,53.20471135120354
968,63.87665994820044,126.79529024265821
1088,63.87665994820044,143.20471044058712
